,Epochs,Validation Accuracy,Setting
367,8,0.43860000371932983,cifar_5000
368,9,0.450300008058548,cifar_5000
369,10,0.38019999861717224,cifar_5000
370,11,0.4277999997138977,cifar_5000
371,12,0.4404999911785126,cifar_5000
372,13,0.44699999690055847,cifar_5000
373,14,0.5443999767303467,cifar_5000
374,15,0.46889999508857727,cifar_5000
375,16,0.4864000082015991,cifar_5000
376,17,0.47119998931884766,cifar_5000
377,18,0.4546999931335449,cifar_5000
378,19,0.48559999465942383,cifar_5000
379,20,0.5005999803543091,cifar_5000
380,21,0.48420000076293945,cifar_5000
381,22,0.41519999504089355,cifar_5000
382,23,0.5285000205039978,cifar_5000
383,24,0.5357999801635742,cifar_5000
384,25,0.5109000205993652,cifar_5000
385,26,0.5062000155448914,cifar_5000
386,27,0.5205000042915344,cifar_5000
387,28,0.5073000192642212,cifar_5000
388,29,0.4867999851703644,cifar_5000
389,30,0.5037000179290771,cifar_5000
390,1,0.33640000224113464,cifar_5000
391,2,0.2818000018596649,cifar_5000
392,3,0.1500999927520752,cifar_5000
393,4,0.275299996137619,cifar_5000
394,5,0.39820000529289246,cifar_5000
395,6,0.4569000005722046,cifar_5000
396,7,0.37700000405311584,cifar_5000
397,8,0.5241000056266785,cifar_5000
398,9,0.44670000672340393,cifar_5000
399,10,0.4936000108718872,cifar_5000
400,11,0.45660001039505005,cifar_5000
401,12,0.45089998841285706,cifar_5000
402,13,0.4771000146865845,cifar_5000
403,14,0.4943999946117401,cifar_5000
404,15,0.4544000029563904,cifar_5000
405,16,0.515500009059906,cifar_5000
406,17,0.4544999897480011,cifar_5000
407,18,0.5121999979019165,cifar_5000
408,19,0.49619999527931213,cifar_5000
409,20,0.5270000100135803,cifar_5000
410,21,0.4609000086784363,cifar_5000
411,22,0.5289999842643738,cifar_5000
412,23,0.5253000259399414,cifar_5000
413,24,0.4738999903202057,cifar_5000
414,25,0.5184000134468079,cifar_5000
415,26,0.4934999942779541,cifar_5000
416,27,0.46059998869895935,cifar_5000
417,28,0.520799994468689,cifar_5000
418,29,0.48739999532699585,cifar_5000
419,30,0.49729999899864197,cifar_5000
420,1,0.3528999984264374,cifar_5000
421,2,0.13570000231266022,cifar_5000
422,3,0.3154999911785126,cifar_5000
423,4,0.39489999413490295,cifar_5000
424,5,0.3594000041484833,cifar_5000
425,6,0.3382999897003174,cifar_5000
426,7,0.4075999855995178,cifar_5000
427,8,0.501800000667572,cifar_5000
428,9,0.48089998960494995,cifar_5000
429,10,0.444599986076355,cifar_5000
430,11,0.46709999442100525,cifar_5000
431,12,0.5200999975204468,cifar_5000
432,13,0.5016999840736389,cifar_5000
433,14,0.5113999843597412,cifar_5000
434,15,0.487199991941452,cifar_5000
435,16,0.45669999718666077,cifar_5000
436,17,0.48660001158714294,cifar_5000
437,18,0.4796999990940094,cifar_5000
438,19,0.499099999666214,cifar_5000
439,20,0.5110999941825867,cifar_5000
440,21,0.47589999437332153,cifar_5000
441,22,0.4677000045776367,cifar_5000
442,23,0.5234000086784363,cifar_5000
443,24,0.5325000286102295,cifar_5000
444,25,0.5066999793052673,cifar_5000
445,26,0.5400999784469604,cifar_5000
446,27,0.478300005197525,cifar_5000
447,28,0.4595000147819519,cifar_5000
448,29,0.48089998960494995,cifar_5000
449,30,0.492900013923645,cifar_5000
450,1,0.4966000020503998,cifar_50000
451,2,0.6200000047683716,cifar_50000
452,3,0.6536999940872192,cifar_50000
453,4,0.701200008392334,cifar_50000
454,5,0.5048999786376953,cifar_50000
455,6,0.654699981212616,cifar_50000
456,7,0.7232000231742859,cifar_50000
457,8,0.6779999732971191,cifar_50000
458,9,0.6959999799728394,cifar_50000
459,10,0.715399980545044,cifar_50000
460,11,0.7226999998092651,cifar_50000
461,12,0.7443000078201294,cifar_50000
462,13,0.7282999753952026,cifar_50000
463,14,0.7042999863624573,cifar_50000
464,15,0.7134000062942505,cifar_50000
465,16,0.7067000269889832,cifar_50000
466,17,0.7353000044822693,cifar_50000
467,18,0.7208999991416931,cifar_50000
468,19,0.7427999973297119,cifar_50000
469,20,0.7210999727249146,cifar_50000
470,21,0.6905999779701233,cifar_50000
471,22,0.6486999988555908,cifar_50000
472,23,0.7215999960899353,cifar_50000
473,24,0.7264000177383423,cifar_50000
474,25,0.742900013923645,cifar_50000
475,26,0.7411999702453613,cifar_50000
476,27,0.7317000031471252,cifar_50000
477,28,0.7045999765396118,cifar_50000
478,29,0.7430999875068665,cifar_50000
479,30,0.7444999814033508,cifar_50000
480,1,0.5727999806404114,cifar_50000
481,2,0.5795000195503235,cifar_50000
482,3,0.6714000105857849,cifar_50000
483,4,0.6948000192642212,cifar_50000
484,5,0.6952999830245972,cifar_50000
485,6,0.6660000085830688,cifar_50000
486,7,0.694100022315979,cifar_50000
487,8,0.6818000078201294,cifar_50000
488,9,0.7160000205039978,cifar_50000
489,10,0.7099999785423279,cifar_50000
490,11,0.7387999892234802,cifar_50000
491,12,0.7426000237464905,cifar_50000
492,13,0.699400007724762,cifar_50000
493,14,0.7365999817848206,cifar_50000
494,15,0.7197999954223633,cifar_50000
495,16,0.7099999785423279,cifar_50000
496,17,0.7132999897003174,cifar_50000
497,18,0.7269999980926514,cifar_50000
498,19,0.7350000143051147,cifar_50000
499,20,0.7106999754905701,cifar_50000
500,21,0.7109000086784363,cifar_50000
501,22,0.7236999869346619,cifar_50000
502,23,0.6988000273704529,cifar_50000
503,24,0.7178000211715698,cifar_50000
504,25,0.741599977016449,cifar_50000
505,26,0.7074000239372253,cifar_50000
506,27,0.6712999939918518,cifar_50000
507,28,0.7282999753952026,cifar_50000
508,29,0.7328000068664551,cifar_50000
509,30,0.7346000075340271,cifar_50000
510,1,0.3508000075817108,cifar_50000
511,2,0.5902000069618225,cifar_50000
512,3,0.6492000222206116,cifar_50000
513,4,0.6277999877929688,cifar_50000
514,5,0.6327000260353088,cifar_50000
515,6,0.7264000177383423,cifar_50000
516,7,0.6963000297546387,cifar_50000
517,8,0.7156000137329102,cifar_50000
518,9,0.73089998960495,cifar_50000
519,10,0.718500018119812,cifar_50000
520,11,0.7031000256538391,cifar_50000
521,12,0.6517000198364258,cifar_50000
522,13,0.7208999991416931,cifar_50000
523,14,0.7307000160217285,cifar_50000
524,15,0.7041000127792358,cifar_50000
525,16,0.7197999954223633,cifar_50000
526,17,0.6812000274658203,cifar_50000
527,18,0.7281000018119812,cifar_50000
528,19,0.7125999927520752,cifar_50000
529,20,0.7225000262260437,cifar_50000
530,21,0.7261999845504761,cifar_50000
531,22,0.7333999872207642,cifar_50000
532,23,0.7249000072479248,cifar_50000
533,24,0.7354000210762024,cifar_50000
534,25,0.7294999957084656,cifar_50000
535,26,0.725600004196167,cifar_50000
536,27,0.7329999804496765,cifar_50000
537,28,0.7366999983787537,cifar_50000
538,29,0.6872000098228455,cifar_50000
539,30,0.7404000163078308,cifar_50000
540,1,0.4943000078201294,cifar_50000
541,2,0.6291000247001648,cifar_50000
542,3,0.5681999921798706,cifar_50000
543,4,0.6694999933242798,cifar_50000
544,5,0.6840999722480774,cifar_50000
545,6,0.678600013256073,cifar_50000
546,7,0.718999981880188,cifar_50000
547,8,0.728600025177002,cifar_50000
548,9,0.685699999332428,cifar_50000
549,10,0.7279999852180481,cifar_50000
550,11,0.6883999705314636,cifar_50000
551,12,0.725600004196167,cifar_50000
552,13,0.7024000287055969,cifar_50000
553,14,0.6751000285148621,cifar_50000
554,15,0.7281000018119812,cifar_50000
555,16,0.710099995136261,cifar_50000
556,17,0.7121999859809875,cifar_50000
557,18,0.7024999856948853,cifar_50000
558,19,0.7253999710083008,cifar_50000
559,20,0.7038000226020813,cifar_50000
560,21,0.7049000263214111,cifar_50000
561,22,0.7224000096321106,cifar_50000
562,23,0.7164000272750854,cifar_50000
563,24,0.7257000207901001,cifar_50000
564,25,0.7103999853134155,cifar_50000
565,26,0.7192000150680542,cifar_50000
566,27,0.7250999808311462,cifar_50000
567,28,0.7218999862670898,cifar_50000
568,29,0.7218000292778015,cifar_50000
569,30,0.7397000193595886,cifar_50000
570,1,0.37119999527931213,cifar_50000
571,2,0.5494999885559082,cifar_50000
572,3,0.6148999929428101,cifar_50000
573,4,0.5371000170707703,cifar_50000
574,5,0.671999990940094,cifar_50000
575,6,0.7020999789237976,cifar_50000
576,7,0.7200000286102295,cifar_50000
577,8,0.7113999724388123,cifar_50000
578,9,0.7023000121116638,cifar_50000
579,10,0.7117999792098999,cifar_50000
580,11,0.7189000248908997,cifar_50000
581,12,0.7343999743461609,cifar_50000
582,13,0.7372999787330627,cifar_50000
583,14,0.7103999853134155,cifar_50000
584,15,0.7214999794960022,cifar_50000
585,16,0.7218000292778015,cifar_50000
586,17,0.7312999963760376,cifar_50000
587,18,0.7318000197410583,cifar_50000
588,19,0.7202000021934509,cifar_50000
589,20,0.7224000096321106,cifar_50000
590,21,0.718500018119812,cifar_50000
591,22,0.7354000210762024,cifar_50000
592,23,0.7071999907493591,cifar_50000
593,24,0.7303000092506409,cifar_50000
594,25,0.7267000079154968,cifar_50000
595,26,0.7304999828338623,cifar_50000
596,27,0.7336999773979187,cifar_50000
597,28,0.7473999857902527,cifar_50000
598,29,0.7426999807357788,cifar_50000
599,30,0.7353000044822693,cifar_50000
